hc,male,time,date,tr,hc_pct
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
0,0,14 - 15,2019-04-23,04. Placement 1 + salience,0
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,1,09 - 10,2019-04-24,04. Placement 1 + salience,100
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,1,09 - 10,2019-04-24,04. Placement 1 + salience,0
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
1,0,09 - 10,2019-04-24,04. Placement 1 + salience,100
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
0,0,09 - 10,2019-04-24,04. Placement 1 + salience,0
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,1,10 - 11,2019-04-24,04. Placement 1 + salience,100
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,1,10 - 11,2019-04-24,04. Placement 1 + salience,0
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
1,0,10 - 11,2019-04-24,04. Placement 1 + salience,100
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
0,0,10 - 11,2019-04-24,04. Placement 1 + salience,0
1,1,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,1,11 - 12,2019-04-24,04. Placement 1 + salience,100
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
0,1,11 - 12,2019-04-24,04. Placement 1 + salience,0
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
1,0,11 - 12,2019-04-24,04. Placement 1 + salience,100
